System,Stage,Amplitude,NoiseStd,Replicate,PhaseSeed,NoiseSeed,SHA256
3,confirmation,1.15,0.02,6,426094306,426194306,0346713e0bdc62352f78d4e83e9d2853f00b470eb9101aeaad973f0e130f8c6d
3,confirmation,1.15,0.005,7,426094307,426194307,694125fb8a7b85c406fc85b21bb383ad7119c5d0e518ac6f546a59751a6d213e
3,confirmation,1.15,0.01,7,426094307,426194307,99408372e932fd0621998fb1f4b829a58accf74edf83ea7eaf8d49e4bf994728
3,confirmation,1.15,0.02,7,426094307,426194307,70da058cb3ab075f288509677103e6cc58da51bcf548a47d8d12e23650c9a77c
3,confirmation,1.15,0.005,8,426094308,426194308,e16b8ff36ea9deadd37e7e60dfef53c4ce92ca4ee4e6fb0e53541d389fc21955
3,confirmation,1.15,0.01,8,426094308,426194308,74c1993aa700ae5a08e2f5685d03094bdd58b502455c7d7f6f17be0ea158ad9f
3,confirmation,1.15,0.02,8,426094308,426194308,2df16c6ea0a3cbbde2b84bd5d45f096b92d0c03b486b115c89ab54ea761f354e
3,confirmation,1.15,0.005,9,426094309,426194309,6546e362270bd382e6be9967282b00637fb964a46183dc35ea7673db98c30c20
3,confirmation,1.15,0.01,9,426094309,426194309,325b7765080ef50a7494fe7efca5693a57d116e69e669cd228e7016e9e5f1530
3,confirmation,1.15,0.02,9,426094309,426194309,8c95316375c9310a25f3349b8d0b40f0b5cbdfc997545f433a3742aee807a37c
3,confirmation,1.15,0.005,10,426094310,426194310,7ef21cb783340eecb56dcc76e3db48a1e893db4d8c5e787907c3ca5b82b46055
3,confirmation,1.15,0.01,10,426094310,426194310,e0a9c65a428a4fb9985a9e3f23b55d3f5d2e697bda53faaa3b3689fba3e9cb5a
3,confirmation,1.15,0.02,10,426094310,426194310,82fa9a871b278d84fafcec56099436d94a6982970a49323f6c4a987ec585ed23
3,confirmation,1.15,0.005,11,426094311,426194311,5d2b24ea5a61309b2f58637ee19566e3f6e586da2a49fa25e8e742e4872e8613
3,confirmation,1.15,0.01,11,426094311,426194311,2967a9003fd53a8ce61c9cad7f9207eee02df3287cf8eafd341eab8473fe4acb
3,confirmation,1.15,0.02,11,426094311,426194311,6083818c5ac4c5e3f9c3f77a49f010caf214c7b372da42faa9f6dbaef0291834
3,confirmation,1.15,0.005,12,426094312,426194312,697cf8af48ce20543e83f40610b1d6ddc72ecd8b308363fb14e9486af79e8f03
3,confirmation,1.15,0.01,12,426094312,426194312,468ec120ac528227848cf8ca3001ea964a2e1dd7267fe35cf6615910783c5b07
3,confirmation,1.15,0.02,12,426094312,426194312,2517dfbb7387c6c787d8a6509fb36250e54d6d3c3866531745971de169462cda
3,confirmation,1.15,0.005,13,426094313,426194313,46daeef9968c0f39af02ad8e24508c0555bdab21b69c93249128f96079c49cd1
3,confirmation,1.15,0.01,13,426094313,426194313,8724014b264018bcf95ce13dd8aae09c4ccf2977114da8583fc547354d95f8c1
3,confirmation,1.15,0.02,13,426094313,426194313,c409feb67eb0efa4d7aad56017722be263f128dc3661d83c421b49285f7f1fd1
3,confirmation,1.15,0.005,14,426094314,426194314,a8ada0202440492989be2a4206d30997d751e1ff2f2c05978b09744aec606571
3,confirmation,1.15,0.01,14,426094314,426194314,d0ab20c89234abf6a5e3dc8f330dc9e8c7d9cf9e6da8a732cd39a6cdfc6848b3
3,confirmation,1.15,0.02,14,426094314,426194314,16a5c516489bebbfeec9a41af31f36d9adef19cc08a1822c91d1c1d1ff4bdf5d
3,confirmation,1.15,0.005,15,426094315,426194315,bc61eb4ded2721d9d84b2c3f4736950b7269f81ee6568e2e51163b67d39d7995
3,confirmation,1.15,0.01,15,426094315,426194315,b3abdf67c873857c4e2f7ec9761f3722cb090b1da5aeb58e182343ded8862802
3,confirmation,1.15,0.02,15,426094315,426194315,499ebb7c36dec36d4dbe2f435c7e619a32aed13e753523b7a7904422738b0350
3,confirmation,1.15,0.005,16,426094316,426194316,f47c9a19e29ab277ea8ec0ce1222a5cf32d6ecb28a49efae0096bc059e3a0bcd
3,confirmation,1.15,0.01,16,426094316,426194316,1d9d8e1a0035d17645fae34e8184c4d89ce02111817769d744c3add2726320e0
3,confirmation,1.15,0.02,16,426094316,426194316,a263daa6179b7d451c91b1a49564b35eca713972c73895c5a35541b1e274e182
3,confirmation,1.15,0.005,17,426094317,426194317,f32833e4c0a36fb66bce8dd3b1c001209fc7f43e00819e2ef61928f6ca74a8b7
3,confirmation,1.15,0.01,17,426094317,426194317,00c601d1b9a002ce754ec98026950b49f5a858b0463ef79ccfc4b047ac555b0a
3,confirmation,1.15,0.02,17,426094317,426194317,320179ab62576c42cdc5abc6d02644e14431fd9e0cd30308a5039567be43600a
3,confirmation,1.15,0.005,18,426094318,426194318,43563831a6154d2d65902936751cb783a4d5c1d38c7be61d4d763e6f45be2a75
3,confirmation,1.15,0.01,18,426094318,426194318,6107d28c67ea9d1726f68bea26ccc945a00049dd101c0b89ed752889307f9f58
3,confirmation,1.15,0.02,18,426094318,426194318,601356d88f9a6f6dde0ec2fc29eeaf68409e976df4bf393b881f38fbd2d30019
3,confirmation,1.15,0.005,19,426094319,426194319,09083b9ef60fadd5fb576b9fc8ecc1eeea941b5fe1fb2c0651edf9af84df2925
3,confirmation,1.15,0.01,19,426094319,426194319,b5e46433e61d0a48f975f8bce1ab23f8080141fcbc7ce3fb89c589db4d7438bd
3,confirmation,1.15,0.02,19,426094319,426194319,455630fd9ff7164f2bd28afd08f3b5fa0d86d068f25492825d0be09d9de1b6ba
3,confirmation,1.15,0.005,20,426094320,426194320,d678ac3a5f7342434aa8c19821382182301c3fcb10fe99b70233640e90aad002
3,confirmation,1.15,0.01,20,426094320,426194320,305b86b511d760ee57c9cd09a7a822f1a16d4438c91783a826b7d2986c7e2fc4
3,confirmation,1.15,0.02,20,426094320,426194320,fd1bc557cff81937a1f05a3fe43c3afabc1bff83aa3e9b11cc447774447a464c
3,confirmation,1.3,0.005,1,426094301,426194301,7740749ababc7e94ef88fb92b055751a6184cb42002d4be280fbb84fe76d3f6c
3,confirmation,1.3,0.01,1,426094301,426194301,7001ce45c57f339b73e671b660c2349b6d7f6ffff9a7ea9e2d38b3383eabf306
3,confirmation,1.3,0.02,1,426094301,426194301,5f9f496ad6ceef5e8264e46aa9c7b8d7a6fae9fb3e5b590cd601ecbd019f06bd
3,confirmation,1.3,0.005,2,426094302,426194302,772e83911d091a3c3b7f5da0125f346642b215f4b5fd6f3f6ac06478ccab98db
3,confirmation,1.3,0.01,2,426094302,426194302,6bcaa045101673d200daafc143ed861c63f83860a985a6470135d3129f558227
3,confirmation,1.3,0.02,2,426094302,426194302,ec56abebf68f66c2208f59bfbf662c8905c6cefbd606cbdd211e91f7176be0b3
3,confirmation,1.3,0.005,3,426094303,426194303,ab74fedf6d26032b6e7d7fd7e824245ad3d68c1c74616a78041d089ea726c5ea
3,confirmation,1.3,0.01,3,426094303,426194303,b025580e577463bc336615d86a6de33dd7040808d53f5475e43685f7cb817f7b
3,confirmation,1.3,0.02,3,426094303,426194303,73362218894cc4bc75b1e8d6a92d20e60135b3a188aac7daaa8b312dd1326758
3,confirmation,1.3,0.005,4,426094304,426194304,0e79c674e54fea882d77139022a4a31c9f7ae4c6904b8ee92f55c1e94c1eca7d
3,confirmation,1.3,0.01,4,426094304,426194304,ee52c3f225c216fac2ee89244b3c76015fcc7ed5ae46ae9f6f95b003b3dff581
3,confirmation,1.3,0.02,4,426094304,426194304,2fac5db3aa7fed143df01c14de91fee87e0e7eaab163053aa5affc7f2a202130
3,confirmation,1.3,0.005,5,426094305,426194305,74dc05af211e2b02a72bd9f4003c51504593f9798a88d7492333a3dee68527f4
3,confirmation,1.3,0.01,5,426094305,426194305,03e0c8638d15d6b9301de4d0f2bcfd200cd1c4cd3c98379e46c12c3d49fa9c92
3,confirmation,1.3,0.02,5,426094305,426194305,4d63486ebebf7c6a98e294cc1db041fd715b545c56d4b362e1413c8cc0cf6440
3,confirmation,1.3,0.005,6,426094306,426194306,109f414295019ad89e23b5160602c0cc26fe87bccde4e7b9c4c51fdd33d8be22
3,confirmation,1.3,0.01,6,426094306,426194306,1fa6f67bcbad6d510249e2ec064f016590098f52cbbb964d03301394b0465562
3,confirmation,1.3,0.02,6,426094306,426194306,50fec8550a23f07017ff35ddc10f6dcf268ee47030c3194fbaf1457c4aa285dd
3,confirmation,1.3,0.005,7,426094307,426194307,12c91023b5af7c13ee96f5c7a12a75ea9c91d85bb7308aeb4a2a78178fe8e8e2
3,confirmation,1.3,0.01,7,426094307,426194307,26bdca50181dccfb8904030f3bcca03d29814aafcc42675861436935b797debf
3,confirmation,1.3,0.02,7,426094307,426194307,ab96c7af4953f691883cc942a65d264a125d9f6117802f482975bf0efe7265b4
3,confirmation,1.3,0.005,8,426094308,426194308,ce9cd74187c5f11a21d285beb2cd9c3d4d760fdb0a8429d1852ff1b9ee3e9d2e
3,confirmation,1.3,0.01,8,426094308,426194308,d46999b6ba1762bba788b5356b683a6edee619e6242dd7ebf2e5e860d5dbfa67
3,confirmation,1.3,0.02,8,426094308,426194308,ae86525ba3cb0fc7bd9fc5b45b266dcd2b9096cde4a8e190faef77059aa11f02
3,confirmation,1.3,0.005,9,426094309,426194309,91c222c9f6b6c2bf24dd6bf6911ffe6f0ae92bd5459f2b5d4c44b9ccbbead7e9
3,confirmation,1.3,0.01,9,426094309,426194309,0c37f762780c0ff2b6b0ebe0ffdf07efd8193de69e4407c31a8bf105d5522114
3,confirmation,1.3,0.02,9,426094309,426194309,fab2a60947224ae53668ee50abe6c18b4eb2ebe4c422489c2ee693beeaa25c9f
3,confirmation,1.3,0.005,10,426094310,426194310,7d8f2999d28a20a62503f7ba54de0fea702f20befeb0c300a59a1c0587ee83e5
3,confirmation,1.3,0.01,10,426094310,426194310,a721c47dc738bdc0d55794b24d7102ec3ecb7c5d30cfb5aab8b1546cecaf9abe
3,confirmation,1.3,0.02,10,426094310,426194310,d5d039e534d49b0beac4fd8774cd56aa0a5eae8a2f79501dc84fea3a8f7b00f5
3,confirmation,1.3,0.005,11,426094311,426194311,0f46bb91771a19003228b7197e87b61294b014b5e80521f4cbdeee8a997f1d31
3,confirmation,1.3,0.01,11,426094311,426194311,02eb312c2698ada71de4512529d510960ccfe6888ec76f22541babd2e42faff0
3,confirmation,1.3,0.02,11,426094311,426194311,16a07f2bd63171ff08ece13aa7623eb8d17d90cbd5e92a69688cad3e9fb10ad6
3,confirmation,1.3,0.005,12,426094312,426194312,7357fafc4a4042b7c5c3a86aacf3e03bf257edf5a45ec90ff9e9b11c601514b7
3,confirmation,1.3,0.01,12,426094312,426194312,a00148b46277bfe5e7261ca5324ae31331014103a421bffce882ceb9987d9e07
3,confirmation,1.3,0.02,12,426094312,426194312,672d241d4b7083c6890e046450a2791406f35f98d3f1304b0e3ad0fc41c61de6
3,confirmation,1.3,0.005,13,426094313,426194313,745ff1f8e74e8ddb111e62c23c3ed798d49c584e43f7649f58809f26298f90d4
3,confirmation,1.3,0.01,13,426094313,426194313,dccf51c42512fb3cf41ca5a1cd07c5f9ce0004dd0193285ed3d7a28d16f35330
3,confirmation,1.3,0.02,13,426094313,426194313,5a25f9d93ac4281e83072389d50583729aacff937c0723177c68d150d5a024a8
3,confirmation,1.3,0.005,14,426094314,426194314,46cfdb8a0eb51c5267ed87fc69ef251d3eee801e1fd86916d9aac8881fb0b408
3,confirmation,1.3,0.01,14,426094314,426194314,4f562a09c7c7b7682958b254c18311d8e5bf5a8b42b5dde951d4017cae8ed307
3,confirmation,1.3,0.02,14,426094314,426194314,a3f7931a888a55af7e7b5cbdcfdc98a12a9851b67b54ce6aa6b65df06aa9b64c
3,confirmation,1.3,0.005,15,426094315,426194315,6577a50adfaf35b72435ef442138c333ce8cc5bf58f53f36081be48bcf7dd3ad
3,confirmation,1.3,0.01,15,426094315,426194315,3c3c4f9e0394bb3c9e2b4544e1945b1f8550f3aecabd12e7d3101dbdd76ee753
3,confirmation,1.3,0.02,15,426094315,426194315,708738de778af697ef56c312fbfb63c910411f2752045f762234f1da3e3205cd
3,confirmation,1.3,0.005,16,426094316,426194316,0b2b4464bf578977853fe2c24d7b36e1dcdd7b4418ab2a8a421a6372de67d446
3,confirmation,1.3,0.01,16,426094316,426194316,4972671d33da290e98cb0a4bccb71cbc6f264807519858a21e38596158639732
3,confirmation,1.3,0.02,16,426094316,426194316,0cabeca64d594811bf754a51d5dade28eda527f665a7ee5fab3e8d46ee7c3901
3,confirmation,1.3,0.005,17,426094317,426194317,b351b17f591642f311396f74016d598883f777e952c224bd32445c0998517962
3,confirmation,1.3,0.01,17,426094317,426194317,a471e88e459e8b64e9940189e5aecea289874afe50a1fd1e15fd5ce3b0ea5b48
3,confirmation,1.3,0.02,17,426094317,426194317,c5b0d55ce249d8fc3404409a519c8e8ae4366493f1f96d90c0bb69264d3979f8
3,confirmation,1.3,0.005,18,426094318,426194318,9e2fd542608fe1e0bbc9f880325bf5b6fae5f66b145699e657cd3d20077f75c1
3,confirmation,1.3,0.01,18,426094318,426194318,7b3699721d9c615a12b664d846438d5e34bbe66fd74b3177d0838bc750dfa285
3,confirmation,1.3,0.02,18,426094318,426194318,fc79c9c84bbff8457d05f7a0de21cc222768503920bd2a5e2f7278dd8321dcd2
3,confirmation,1.3,0.005,19,426094319,426194319,0ee8e4aa6501fd108fa8f21a633d5615fa684113c795a81a49baea12773947ef
3,confirmation,1.3,0.01,19,426094319,426194319,d034ac2ffc661336cdaaa9d861d0db8aa1800d7f657715ef4100bdfb7e4f5d32
3,confirmation,1.3,0.02,19,426094319,426194319,5450e1ab3c9751d2e4219daaa77b2a0328f389099a5ff2aace925c7a318abf28
3,confirmation,1.3,0.005,20,426094320,426194320,ebbb39b04d8f8bcc52a9dc899b1fe1886b1a419e581b6ada9396d6f6d5829d43
3,confirmation,1.3,0.01,20,426094320,426194320,df176b445bb9db4843a66f7de0912cd3a3bbf9d2c3017b53ede4e24aeb15c348
3,confirmation,1.3,0.02,20,426094320,426194320,63532c102d4003fbab604a205d7faa761afb6a3485283a5d122da88fabd5ac84
